"customer_id","revenue_sum","month_year"
"010e406df2","2121.32","2022-08"
"010e406df2","1604.00","2022-09"
"010e406df2","1840.00","2022-10"
"010e406df2","1840.00","2022-11"
"010e406df2","1840.00","2023-01"
"010e406df2","864.00","2023-02"
"010e406df2","2121.32","2023-03"
"010e406df2","3700.00","2023-04"
"010e406df2","2080.00","2023-05"
"010e406df2","2560.00","2023-06"
"010e406df2","5980.00","2023-07"
"010e406df2","1200.00","2023-08"
"010e406df2","400.00","2023-09"
"010e406df2","2740.00","2023-10"
"010e406df2","1520.00","2023-11"
"010e406df2","3860.00","2023-12"
"01259a0cb2","1466.88","2021-03"
"01259a0cb2","6160.00","2021-04"
"01259a0cb2","7448.00","2021-05"
"01259a0cb2","4744.00","2021-06"
"01259a0cb2","784.00","2021-07"
"01259a0cb2","860.00","2021-09"
"01259a0cb2","4708.00","2021-10"
"01259a0cb2","4808.00","2021-11"
"01259a0cb2","2528.00","2021-12"
"01259a0cb2","8868.00","2022-01"
"01259a0cb2","1600.00","2022-02"
"01259a0cb2","1640.00","2022-03"
"01259a0cb2","4296.00","2022-04"
"01259a0cb2","2066.00","2022-05"
"01259a0cb2","2548.00","2022-06"
"01259a0cb2","880.00","2022-07"
"01259a0cb2","5140.00","2022-08"
"01259a0cb2","2360.00","2022-09"
"01259a0cb2","3952.00","2022-10"
"01259a0cb2","2144.92","2022-11"
"01259a0cb2","524.92","2022-12"
"01259a0cb2","2100.00","2023-02"
"01259a0cb2","2560.00","2023-03"
"01259a0cb2","4060.00","2023-04"
"01259a0cb2","1620.00","2023-05"
"01259a0cb2","1452.00","2023-06"
"01259a0cb2","7172.00","2023-08"
"01259a0cb2","1940.00","2023-10"
"01259a0cb2","1660.00","2023-11"
"01259a0cb2","3240.00","2023-12"
"012d2b9405","3540.00","2023-03"
"012d2b9405","6200.00","2023-04"
"012d2b9405","9256.92","2023-05"
"012d2b9405","13734.00","2023-06"
"012d2b9405","9724.00","2023-07"
"012d2b9405","7478.92","2023-08"
"012d2b9405","3120.00","2023-09"
"012d2b9405","5980.00","2023-10"
"012d2b9405","7507.24","2023-11"
"012d2b9405","5364.00","2023-12"
"015e319335","880.00","2021-09"
"015e319335","1560.00","2023-12"
"01642ac49b","650.88","2022-08"
"017e40dc9b","3598.00","2021-03"
"017e40dc9b","15248.00","2021-04"
"017e40dc9b","4204.00","2021-05"
"01846ae470","8040.48","2021-01"
"01846ae470","9312.28","2021-02"
"01846ae470","12464.08","2021-03"
"01846ae470","10466.24","2021-04"
"01846ae470","11755.84","2021-05"
"01846ae470","11078.72","2021-06"
"01846ae470","11510.32","2021-07"
"01846ae470","8897.40","2021-08"
"01846ae470","9206.04","2021-09"
"01846ae470","7996.08","2021-10"
"01846ae470","7059.04","2021-11"
"01846ae470","5415.36","2021-12"
"01846ae470","4452.80","2022-01"
"01846ae470","4550.80","2022-02"
"01846ae470","5448.00","2022-03"
"01846ae470","9545.60","2022-04"
"01846ae470","10664.60","2022-05"
"01846ae470","12274.80","2022-06"
"01846ae470","12121.60","2022-07"
"01846ae470","13149.60","2022-08"
"01846ae470","12764.20","2022-09"
"01846ae470","8125.60","2022-10"
"01846ae470","4948.60","2022-11"
"01846ae470","9527.60","2022-12"
"01846ae470","12463.00","2023-01"
"01846ae470","11560.60","2023-02"
"01846ae470","10219.40","2023-03"
"01846ae470","10681.92","2023-04"
"01846ae470","10644.80","2023-05"
"01846ae470","6869.20","2023-06"
"01846ae470","10705.40","2023-07"
"01846ae470","17999.20","2023-08"
"01846ae470","11974.48","2023-09"
"01846ae470","9087.00","2023-10"
"01846ae470","8539.40","2023-11"
"01846ae470","12118.08","2023-12"
"01b6397888","6624.00","2021-01"
"01b6397888","8992.00","2021-02"
"01b6397888","8500.00","2021-03"
"01b6397888","10304.00","2021-04"
"01b6397888","12636.00","2021-05"
"01b6397888","15920.00","2021-06"
"01b6397888","12144.00","2021-07"
"01b6397888","12712.00","2021-08"
"01b6397888","12512.00","2021-09"
"01b6397888","6072.00","2021-10"
"01b6397888","7716.00","2021-11"
"01b6397888","7544.00","2021-12"
"01b6397888","6992.00","2022-01"
"01b6397888","4820.00","2022-02"
"01b6397888","552.00","2022-03"
"01b6397888","552.00","2022-04"
"01b6397888","368.00","2022-05"
"01b6397888","552.00","2022-06"
"01b6397888","260.00","2022-07"
"01b6397888","186.40","2022-08"
"01b6397888","378.40","2022-09"
"01b6397888","192.00","2023-01"
"01b6397888","192.00","2023-02"
"01b6397888","377.72","2023-03"
"01e12d97f0","23204.00","2022-04"
"01f2b8b5e8","11816.60","2023-06"
"01f2b8b5e8","37421.88","2023-07"
"01f2b8b5e8","34766.00","2023-08"
"01f2b8b5e8","47087.56","2023-09"
"01f2b8b5e8","29334.24","2023-10"
"01f2b8b5e8","27030.24","2023-11"
"01f2b8b5e8","32293.80","2023-12"
"0206890f96","2607.36","2022-07"
"0206890f96","32080.80","2022-08"
"0213b65084","2656.00","2023-03"
"0213b65084","7624.00","2023-04"
"0213b65084","1780.00","2023-05"
"0213b65084","446.88","2023-06"
"0213b65084","336.00","2023-08"
"0214fc05df","563.00","2023-02"
"022400dffe","978.52","2021-01"
"022400dffe","460.00","2021-03"
"022400dffe","1538.52","2021-04"
"022400dffe","560.00","2021-06"
"022400dffe","660.00","2021-09"
"022400dffe","1478.00","2021-11"
"022400dffe","1478.00","2022-03"
"022400dffe","870.80","2022-10"
"022400dffe","480.00","2022-12"
"022400dffe","660.00","2023-01"
"022400dffe","500.00","2023-04"
"022400dffe","660.00","2023-08"
"022400dffe","380.00","2023-09"
"02313cb687","420.00","2023-05"
"02313cb687","876.00","2023-06"
"02313cb687","2100.00","2023-08"
"02313cb687","8170.00","2023-10"
"02313cb687","840.00","2023-12"
"026c1303c4","5658.40","2023-02"
"0298ed4285","560.00","2022-12"
"0298ed4285","620.00","2023-01"
"0298ed4285","464.92","2023-02"
"0298ed4285","464.92","2023-07"
"029ef6b2af","3280.00","2022-12"
"029ef6b2af","1960.00","2023-01"
"029ef6b2af","4850.00","2023-02"
"029ef6b2af","10348.00","2023-03"
"029ef6b2af","3928.32","2023-04"
"029ef6b2af","8624.00","2023-06"
"029ef6b2af","2145.20","2023-07"
"029ef6b2af","5988.00","2023-08"
"029ef6b2af","8540.00","2023-09"
"029ef6b2af","13655.04","2023-10"
"029ef6b2af","8496.00","2023-11"
"029ef6b2af","4016.56","2023-12"
"02a4f5fcd1","5041.12","2022-12"
"02a4f5fcd1","3060.00","2023-01"
"02b5b45ce7","1090.00","2022-08"
"02b5b45ce7","600.00","2022-10"
"02c4ff01cd","10989.44","2022-01"
"02c4ff01cd","15848.00","2022-02"
"02c4ff01cd","24192.88","2022-03"
"02c4ff01cd","19125.44","2022-04"
"02c4ff01cd","12720.00","2022-05"
"02c4ff01cd","21344.88","2022-06"
"02c4ff01cd","16824.44","2022-07"
"02c4ff01cd","16253.40","2022-08"
"02c4ff01cd","13319.76","2022-09"
"02c4ff01cd","18039.92","2022-10"
"02c4ff01cd","12172.24","2022-11"
"02c4ff01cd","17920.60","2022-12"
"02c4ff01cd","17735.36","2023-01"
"02c4ff01cd","5720.00","2023-02"
"02c4ff01cd","360.00","2023-03"
"02c4ff01cd","1200.00","2023-04"
"02c4ff01cd","460.00","2023-05"
"02c4ff01cd","6938.00","2023-08"
"02c4ff01cd","1447.00","2023-09"
"02c4ff01cd","11627.00","2023-10"
"02c4ff01cd","1460.00","2023-11"
"02c4ff01cd","2060.00","2023-12"
"02e0f7f578","258.00","2021-04"
"02f17d468f","400.00","2022-10"
"02f17d468f","220.00","2022-12"
"0307fec2ce","600.00","2021-06"
"0325d6b610","1958.00","2021-05"
"0325d6b610","2952.00","2021-06"
"0325d6b610","1602.00","2021-07"
"0325d6b610","2716.00","2021-08"
"0325d6b610","2404.00","2021-10"
"0325d6b610","2240.00","2021-11"
"0325d6b610","964.00","2021-12"
"0325d6b610","1104.00","2022-03"
"0325d6b610","1752.00","2022-04"
"0325d6b610","4468.00","2022-05"
"0325d6b610","1104.00","2022-07"
"0325d6b610","3771.92","2022-08"
"0325d6b610","1104.00","2023-02"
"0325d6b610","1520.00","2023-05"
"0325d6b610","1264.00","2023-06"
"0325d6b610","1056.00","2023-10"
"0325d6b610","831.12","2023-11"
"0325d6b610","1271.12","2023-12"
"032d9c7d87","491.00","2021-01"
"032d9c7d87","500.00","2021-02"
"032d9c7d87","1600.00","2021-03"
"032d9c7d87","4822.00","2021-04"
"032d9c7d87","1473.00","2021-05"
"032d9c7d87","11252.72","2021-06"
"032d9c7d87","2411.00","2021-07"
"032d9c7d87","6433.00","2021-08"
"032d9c7d87","2264.00","2021-09"
"032d9c7d87","1682.00","2021-10"
"032d9c7d87","24628.28","2021-11"
"032d9c7d87","6755.08","2021-12"
"032d9c7d87","9744.08","2022-01"
"032d9c7d87","11855.00","2022-02"
"032d9c7d87","6182.76","2022-03"
"032d9c7d87","6188.08","2022-04"
"032d9c7d87","11838.64","2022-05"
"032d9c7d87","7857.84","2022-06"
"032d9c7d87","10621.80","2022-07"
"032d9c7d87","9339.76","2022-08"
"032d9c7d87","6161.76","2022-09"
"032d9c7d87","12419.04","2022-10"
"032d9c7d87","1031.00","2022-11"
"032d9c7d87","5688.24","2022-12"
"032d9c7d87","8111.00","2023-01"
"032d9c7d87","3849.00","2023-02"
"032d9c7d87","4940.00","2023-03"
"032d9c7d87","6200.00","2023-04"
"032d9c7d87","3173.00","2023-05"
"032d9c7d87","3450.00","2023-06"
"032d9c7d87","3065.00","2023-07"
"032d9c7d87","8559.92","2023-08"
"032d9c7d87","6360.00","2023-09"
"032d9c7d87","2775.00","2023-10"
"032d9c7d87","7194.00","2023-11"
"032d9c7d87","960.00","2023-12"
"032dd17b77","1396.00","2021-03"
"032dd17b77","3239.80","2021-08"
"032dd17b77","1112.00","2021-10"
"033daef61e","920.00","2021-01"
"033daef61e","4320.00","2021-02"
"033daef61e","5140.00","2021-03"
"033daef61e","360.00","2021-04"
"033daef61e","720.00","2021-05"
"033daef61e","1560.00","2021-06"
"033daef61e","6021.52","2021-08"
"033daef61e","4120.00","2021-09"
"033daef61e","2768.00","2021-10"
"033daef61e","1580.00","2021-11"
"033daef61e","1130.00","2021-12"
"033daef61e","4791.80","2022-01"
"033daef61e","760.00","2022-02"
"033daef61e","4961.52","2022-03"
"033daef61e","4273.52","2022-04"
"033daef61e","5605.48","2022-05"
"033daef61e","5320.00","2022-06"
"033daef61e","1140.00","2022-07"
"033daef61e","536.00","2022-08"
"033daef61e","1342.44","2022-09"
"033daef61e","11380.00","2022-10"
"033daef61e","1608.00","2022-11"
"033daef61e","960.00","2022-12"
"033daef61e","4756.00","2023-01"
"033daef61e","3620.00","2023-02"
"033daef61e","7403.92","2023-03"
"033daef61e","1608.00","2023-04"
"033daef61e","6040.00","2023-05"
"033daef61e","2960.00","2023-06"
"033daef61e","1140.00","2023-07"
"033daef61e","1640.00","2023-08"
"033daef61e","480.00","2023-09"
"033daef61e","380.00","2023-10"
"033daef61e","3100.00","2023-11"
"033daef61e","4260.00","2023-12"
"03734baef6","860.00","2021-06"
"03734baef6","1420.00","2021-07"
"03734baef6","2320.00","2021-08"
"03734baef6","5051.92","2021-10"
"03734baef6","2608.00","2021-12"
"03734baef6","8323.84","2022-01"
"03734baef6","1440.00","2022-02"
"03734baef6","4581.12","2022-06"
"03734baef6","1101.12","2022-08"
"03734baef6","1101.12","2022-10"
"03734baef6","4038.24","2022-11"
"03734baef6","2163.80","2022-12"
"03734baef6","840.00","2023-06"
"0374aee111","2760.00","2021-05"
"0374aee111","0.00","2021-08"
"0374aee111","0.00","2021-09"
"0374aee111","680.00","2021-11"
"037a595e6f","1979.20","2021-01"
"037a595e6f","6483.04","2021-03"
"037a595e6f","3035.76","2021-04"
"037a595e6f","5887.60","2021-05"
"037a595e6f","2551.92","2021-06"
"037a595e6f","6475.56","2021-07"
"037a595e6f","3035.76","2021-08"
"037a595e6f","2943.84","2021-09"
"037a595e6f","4043.84","2021-10"
"037a595e6f","29584.96","2021-11"
"037a595e6f","3643.84","2021-12"
"037a595e6f","9787.64","2022-01"
"037a595e6f","15139.48","2022-02"
"037a595e6f","19980.76","2022-03"
"037a595e6f","29427.36","2022-04"
"037a595e6f","23327.40","2022-05"
"037a595e6f","8574.04","2022-06"
"037a595e6f","23126.52","2022-07"
"037a595e6f","17570.04","2022-08"
"037a595e6f","3557.12","2022-12"
"037a595e6f","4786.04","2023-01"
"037a595e6f","2864.92","2023-02"
"037a595e6f","5656.64","2023-03"
"037a595e6f","10253.72","2023-04"
"037a595e6f","4681.92","2023-05"
"037a595e6f","4036.64","2023-06"
"037a595e6f","2845.20","2023-07"
"037a595e6f","10498.20","2023-08"
"037a595e6f","2755.44","2023-09"
"037a595e6f","8731.60","2023-10"
"037a595e6f","5510.24","2023-11"
"038a5b2bc5","2611.92","2021-09"
"038a5b2bc5","6155.92","2021-10"
"038a5b2bc5","500.00","2021-11"
"03bc2c4aa0","440.00","2022-02"
"03bc2c4aa0","460.00","2022-03"
"03bc2c4aa0","740.00","2022-04"
"03bc2c4aa0","640.00","2022-05"
"03bc2c4aa0","40.00","2022-06"
"03bc2c4aa0","260.00","2022-07"
"03bc2c4aa0","2356.00","2022-08"
"03bc2c4aa0","800.00","2022-09"
"03bc2c4aa0","360.00","2022-11"
"03bc2c4aa0","620.00","2023-03"
"03bc2c4aa0","600.00","2023-08"
"03bc2c4aa0","380.00","2023-09"
"03bc2c4aa0","240.00","2023-10"
"03bc2c4aa0","40.00","2023-11"
"03bc2c4aa0","1387.00","2023-12"
"042e1c066e","540.00","2022-09"
"042e1c066e","480.00","2022-10"
"042e1c066e","2640.00","2022-11"
"042e1c066e","2888.00","2022-12"
"042e1c066e","4960.00","2023-01"
"042e1c066e","3624.00","2023-02"
"042e1c066e","2640.00","2023-03"
"042e1c066e","3394.88","2023-04"
"042e1c066e","1172.00","2023-05"
"042e1c066e","1280.00","2023-06"
"042e1c066e","1280.00","2023-07"
"042e1c066e","1360.00","2023-08"
"0472856c4e","2300.00","2021-06"
"049a632efb","960.00","2021-01"
"049a632efb","2040.00","2021-02"
"049a632efb","2340.00","2021-03"
"049a632efb","820.00","2021-04"
"049a632efb","860.00","2021-05"
"049a632efb","1787.36","2021-06"
"049a632efb","2020.00","2021-07"
"049a632efb","600.00","2021-08"
"049a632efb","2160.00","2021-09"
"049a632efb","560.00","2021-10"
"049a632efb","1340.00","2021-11"
"049a632efb","1700.00","2022-01"
"049a632efb","1102.44","2022-02"
"049a632efb","1760.00","2022-03"
"049a632efb","380.00","2022-04"
"049a632efb","1380.00","2022-05"
"049a632efb","380.00","2022-06"
"049a632efb","2820.00","2022-07"
"049a632efb","1342.44","2022-08"
"049a632efb","1760.00","2022-09"
"049a632efb","960.00","2022-10"
"049a632efb","2380.00","2022-11"
"049a632efb","960.00","2022-12"
"049a632efb","480.00","2023-01"
"049a632efb","1440.00","2023-02"
"049a632efb","580.00","2023-03"
"049a632efb","760.00","2023-04"
"049a632efb","1447.00","2023-05"
"049a632efb","680.00","2023-06"
"049a632efb","380.00","2023-08"
"049a632efb","2679.24","2023-09"
"049a632efb","760.00","2023-11"
"049b575e19","2440.00","2022-05"
"049b575e19","1720.00","2022-06"
"049cc72b00","839.80","2023-11"
"049cc72b00","1123.44","2023-12"
"04a8f6ffa0","506.88","2022-10"
"04bfb969d8","18433.00","2021-01"
"04bfb969d8","15460.00","2021-02"
"04bfb969d8","32457.00","2021-03"
"04bfb969d8","30879.80","2021-04"
"04bfb969d8","21898.00","2021-05"
"04bfb969d8","20608.32","2021-06"
"04bfb969d8","25139.00","2021-07"
"04bfb969d8","13100.44","2021-08"
"04bfb969d8","17202.88","2021-09"
"04bfb969d8","14770.92","2021-10"
"04bfb969d8","20270.44","2021-11"
"04bfb969d8","10771.44","2021-12"
"04bfb969d8","340.00","2022-01"
"04bfb969d8","4360.00","2022-03"
"04c4f45aaa","380.00","2021-02"
"04c4f45aaa","2541.12","2022-03"
"04d1f9ecd0","480.00","2021-07"
"04d1f9ecd0","9360.00","2021-08"
"04d1f9ecd0","8080.00","2021-09"
"04d1f9ecd0","4600.00","2021-10"
"04d1f9ecd0","15304.00","2021-11"
"04d1f9ecd0","14771.80","2021-12"
"04d1f9ecd0","8128.00","2022-01"
"04d1f9ecd0","8068.00","2022-02"
"04d1f9ecd0","13362.00","2022-03"
"04d1f9ecd0","12367.80","2022-04"
"04d1f9ecd0","10500.00","2022-05"
"04d1f9ecd0","14498.44","2022-06"
"04d1f9ecd0","9200.00","2022-07"
"04d1f9ecd0","660.00","2022-08"
"04d1f9ecd0","420.00","2023-05"
"04d1f9ecd0","4760.00","2023-07"
"04d1f9ecd0","4088.00","2023-08"
"04d1f9ecd0","5388.00","2023-09"
"04d1f9ecd0","8756.00","2023-10"
"04d1f9ecd0","4640.00","2023-11"
"04d1f9ecd0","1120.00","2023-12"
"04e326852c","1797.80","2023-05"
"04e326852c","3763.60","2023-06"
"04e326852c","8579.36","2023-07"
"04e326852c","11426.52","2023-08"
"04e326852c","10613.44","2023-09"
"04e326852c","10063.88","2023-10"
"04e326852c","10535.60","2023-11"
"04e326852c","4660.00","2023-12"
"04e3edef14","1120.00","2022-08"
"04e9d27bee","1528.00","2023-07"
"04e9d27bee","10824.00","2023-08"
"04e9d27bee","9898.32","2023-09"
"04e9d27bee","1900.00","2023-10"
"04e9d27bee","1280.00","2023-11"
"04ebaf9c9d","420.00","2022-06"
"051442a9a6","3255.44","2021-10"
"051442a9a6","3132.00","2021-11"
"051442a9a6","2272.00","2021-12"
"051442a9a6","880.00","2022-05"
"051442a9a6","820.00","2023-08"
"051442a9a6","2338.64","2023-09"
"051442a9a6","400.00","2023-10"
"051442a9a6","909.52","2023-11"
"051442a9a6","946.40","2023-12"
"053da9da04","12000.00","2023-05"
"053da9da04","14676.00","2023-06"
"053da9da04","11656.00","2023-07"
"053da9da04","6887.00","2023-08"
"053da9da04","4380.00","2023-09"
"053da9da04","2440.00","2023-10"
"054660a14c","3200.00","2022-12"
"054660a14c","880.00","2023-01"
"054660a14c","396.00","2023-03"
"055d0014dd","1160.00","2022-08"
"055e31fa43","1440.00","2021-01"
"055e31fa43","80.00","2021-02"
"055e31fa43","540.00","2021-03"
"055e31fa43","1260.00","2021-04"
"055e31fa43","1340.00","2021-05"
"055e31fa43","740.00","2021-06"
"055e31fa43","400.00","2021-07"
"055e31fa43","3840.00","2021-08"
"055e31fa43","2760.00","2021-10"
"055e31fa43","1760.00","2021-11"
"055e31fa43","2820.00","2021-12"
"055e31fa43","3580.00","2022-01"
"055e31fa43","2884.00","2022-03"
"055e31fa43","2440.00","2022-04"
"055e31fa43","630.00","2022-05"
"055e31fa43","1300.00","2022-06"
"055e31fa43","2044.00","2022-09"
"055e31fa43","1300.00","2023-01"
"055e31fa43","1072.00","2023-02"
"055e31fa43","500.00","2023-04"
"055e31fa43","2440.00","2023-05"
"055e31fa43","1220.00","2023-11"
"05921fbc16","1340.00","2021-09"
"05921fbc16","1650.00","2021-10"
"05921fbc16","680.00","2021-11"
"05921fbc16","7676.00","2021-12"
"05921fbc16","4011.92","2022-01"
"05921fbc16","6856.00","2022-02"
"05921fbc16","8228.00","2022-03"
"05921fbc16","4213.64","2022-04"
"05921fbc16","1016.00","2022-05"
"05921fbc16","5712.00","2022-06"
"05921fbc16","1536.00","2022-07"
"05921fbc16","2620.00","2022-08"
"05921fbc16","5320.00","2022-09"
"05921fbc16","13274.00","2022-10"
"05921fbc16","6780.00","2022-12"
"05921fbc16","1540.00","2023-01"
"05921fbc16","3150.00","2023-02"
"05921fbc16","6068.00","2023-03"
"05921fbc16","4540.00","2023-04"
"05921fbc16","1640.00","2023-06"
"05921fbc16","300.00","2023-07"
"05921fbc16","5440.00","2023-08"
"05921fbc16","800.00","2023-09"
"05921fbc16","2760.00","2023-10"
"05921fbc16","4740.00","2023-11"
"05921fbc16","3640.00","2023-12"
"05ae14d7ae","13758.28","2021-01"
"05ae14d7ae","18443.00","2021-02"
"05ae14d7ae","22372.20","2021-03"
"05ae14d7ae","17890.00","2021-04"
"05ae14d7ae","26724.40","2021-05"
"05ae14d7ae","37372.20","2021-06"
"05ae14d7ae","29792.20","2021-07"
"05ae14d7ae","29984.40","2021-08"
"05ae14d7ae","27434.64","2021-09"
"05ae14d7ae","25480.00","2021-10"
"05ae14d7ae","29802.64","2021-11"
"05ae14d7ae","29660.20","2021-12"
"05ae14d7ae","25706.00","2022-01"
"05ae14d7ae","43884.40","2022-02"
"05ae14d7ae","55256.80","2022-03"
"05ae14d7ae","52181.08","2022-04"
"05ae14d7ae","47537.00","2022-05"
"05ae14d7ae","34524.40","2022-06"
"05ae14d7ae","32670.92","2022-07"
"05ae14d7ae","42424.40","2022-08"
"05ae14d7ae","21472.20","2022-09"
"05ae14d7ae","11372.20","2022-10"
"05ae14d7ae","20912.20","2022-11"
"05ae14d7ae","24800.00","2022-12"
"05ae14d7ae","26560.92","2023-01"
"05ae14d7ae","41080.72","2023-02"
"05ae14d7ae","52896.40","2023-03"
"05ae14d7ae","54019.16","2023-04"
"05ae14d7ae","80446.96","2023-05"
"05ae14d7ae","61023.72","2023-06"
"05ae14d7ae","66149.00","2023-07"
"05ae14d7ae","62296.32","2023-08"
"05ae14d7ae","55880.04","2023-09"
"05ae14d7ae","58220.40","2023-10"
"05ae14d7ae","59658.36","2023-11"
"05ae14d7ae","42710.20","2023-12"
"05b6cf8775","1700.00","2021-04"
"05b6cf8775","3000.00","2021-05"
"05b6cf8775","3940.00","2021-06"
"05b6cf8775","2080.00","2021-07"
"05b6cf8775","1116.00","2021-08"
"05b6cf8775","3996.00","2021-09"
"05b6cf8775","2408.00","2021-10"
"05b6cf8775","1300.00","2022-01"
"05b6cf8775","1500.00","2022-02"
"05b6cf8775","1400.00","2022-08"
"05b8caaf6b","300.00","2021-02"
"05b8caaf6b","1740.00","2021-04"
"05b8caaf6b","1700.00","2021-09"
"05b8caaf6b","2691.92","2021-10"
"05b8caaf6b","3700.00","2021-12"
"05b8caaf6b","300.00","2022-02"
"05b8caaf6b","9048.00","2022-05"
"05b8caaf6b","8783.60","2022-06"
"05b8caaf6b","9036.00","2022-07"
