invoice_id,invoice_date,revenue,customer_id,order_id,product_line_id,order_state_id,sales_territory_id,sales_territory,state_abbrv,state_name,year_month_eng,quarter_year,year_month
2458,12/1/2022,441,1499544,2134231,1,25,2,Midwest,CA,California,22-Dec,Q4-2022,2022-12
2260,12/1/2022,50,852538,2054334,1,30,4,West,RI,Rhode Island,22-Dec,Q4-2022,2022-12
2212,12/1/2022,50,2056,2043830,1,21,3,South,WV,West Virginia,22-Dec,Q4-2022,2022-12
2962,12/1/2022,47.5,611814,2300049,1,40,4,West,VT,Vermont,22-Dec,Q4-2022,2022-12
3002,12/1/2022,441,8106,2317463,1,27,3,South,NV,Nevada,22-Dec,Q4-2022,2022-12
2162,12/1/2022,40,812278,2024257,1,9,1,Northeast,NM,New Mexico,22-Dec,Q4-2022,2022-12
2708,12/1/2022,40,8350,2207891,1,38,3,South,OR,Oregon,22-Dec,Q4-2022,2022-12
2456,12/1/2022,49.5,10198,2124913,1,17,2,Midwest,KS,Kansas,22-Dec,Q4-2022,2022-12
2642,12/1/2022,200,10960,2183885,1,35,1,Northeast,MA,Massachusetts,22-Dec,Q4-2022,2022-12
2218,12/1/2022,52.5,866414,2044989,1,11,4,West,TN,Tennessee,22-Dec,Q4-2022,2022-12
2656,12/1/2022,49.5,2862076,2193095,2,22,2,Midwest,DE,Delaware,22-Dec,Q4-2022,2022-12
2410,12/1/2022,37.5,8626,2114418,2,39,4,West,MN,Minnesota,22-Dec,Q4-2022,2022-12
2976,12/1/2022,45,23132,2302822,2,40,4,West,VT,Vermont,22-Dec,Q4-2022,2022-12
2960,12/1/2022,31,59888,2295615,2,20,1,Northeast,MD,Maryland,22-Dec,Q4-2022,2022-12
2916,12/1/2022,47.5,10552,2280690,2,17,3,South,KS,Kansas,22-Dec,Q4-2022,2022-12
2516,12/1/2022,45,7920,2145558,2,6,3,South,GA,Georgia,22-Dec,Q4-2022,2022-12
3154,12/1/2022,441,7980,2368775,2,43,3,South,WY,Wyoming,22-Dec,Q4-2022,2022-12
2418,12/1/2022,47.5,11808,2117805,2,44,3,South,SD,South Dakota,22-Dec,Q4-2022,2022-12
2358,12/1/2022,45,7114,2078914,2,40,2,Midwest,VT,Vermont,22-Dec,Q4-2022,2022-12
2324,12/1/2022,49.5,2064,2082698,2,23,3,South,IL,Illinois,22-Dec,Q4-2022,2022-12
3204,12/1/2022,40,23536,2379745,2,38,2,Midwest,OR,Oregon,22-Dec,Q4-2022,2022-12
2440,12/1/2022,45,1324962,2125393,2,39,3,South,MN,Minnesota,22-Dec,Q4-2022,2022-12
2462,12/1/2022,67.5,8830,2130456,2,9,2,Midwest,NM,New Mexico,22-Dec,Q4-2022,2022-12
2610,12/1/2022,67.5,2339940,2176834,2,37,3,South,NH,New Hampshire,22-Dec,Q4-2022,2022-12
2262,12/1/2022,45,23020,2063202,2,14,4,West,AZ,Arizona,22-Dec,Q4-2022,2022-12
3138,12/1/2022,44.5,499656,2354366,2,3,3,South,LA,Louisiana,22-Dec,Q4-2022,2022-12
2602,12/1/2022,50,2056,2182959,2,36,3,South,IA,Iowa,22-Dec,Q4-2022,2022-12
2588,12/1/2022,170,1186186,2175863,2,19,4,West,CO,Colorado,22-Dec,Q4-2022,2022-12
3052,12/1/2022,45,10558,2333992,2,33,2,Midwest,NY,New York,22-Dec,Q4-2022,2022-12
2498,12/1/2022,45,12196,2145024,2,36,4,West,IA,Iowa,22-Dec,Q4-2022,2022-12
2358,12/1/2022,45,10552,2093445,2,16,3,South,VA,Virginia,22-Dec,Q4-2022,2022-12
3032,12/1/2022,67.5,3203708,2323132,2,8,3,South,AL,Alabama,22-Dec,Q4-2022,2022-12
2646,12/1/2022,42.5,59856,2196163,2,39,2,Midwest,MN,Minnesota,22-Dec,Q4-2022,2022-12
2162,12/1/2022,170,605148,2025120,2,12,3,South,NC,North Carolina,22-Dec,Q4-2022,2022-12
2322,12/1/2022,44.5,2185120,2080578,2,41,4,West,ID,Idaho,22-Dec,Q4-2022,2022-12
2904,12/1/2022,37.5,222248,2273048,2,20,4,West,MD,Maryland,22-Dec,Q4-2022,2022-12
2726,12/1/2022,40,1066730,2211101,2,35,2,Midwest,MA,Massachusetts,22-Dec,Q4-2022,2022-12
2242,12/1/2022,47.5,7662,2053448,2,8,4,West,AL,Alabama,22-Dec,Q4-2022,2022-12
3102,12/1/2022,27.5,10808,2341982,2,20,3,South,MD,Maryland,22-Dec,Q4-2022,2022-12
2720,12/1/2022,40,812278,2214918,2,45,1,Northeast,ND,North Dakota,22-Dec,Q4-2022,2022-12
2164,12/1/2022,60,1649456,2026510,2,4,3,South,AR,Arkansas,22-Dec,Q4-2022,2022-12
2332,12/1/2022,47.5,23060,2082930,2,5,3,South,SC,South Carolina,22-Dec,Q4-2022,2022-12
3126,12/1/2022,47.5,76248,2356031,2,34,1,Northeast,NE,Nebraska,22-Dec,Q4-2022,2022-12
2430,12/1/2022,55,12340,2111070,2,25,3,South,CA,California,22-Dec,Q4-2022,2022-12
2580,12/1/2022,200,22792,2161862,2,37,4,West,NH,New Hampshire,22-Dec,Q4-2022,2022-12
2376,12/1/2022,45,22740,2103398,2,19,1,Northeast,CO,Colorado,22-Dec,Q4-2022,2022-12
2320,12/1/2022,44.5,2185120,2082641,2,13,4,West,OK,Oklahoma,22-Dec,Q4-2022,2022-12
2412,12/1/2022,441,8440,2116898,2,20,4,West,MD,Maryland,22-Dec,Q4-2022,2022-12
3186,12/1/2022,27.5,9828,2363230,2,19,4,West,CO,Colorado,22-Dec,Q4-2022,2022-12
2352,12/1/2022,50,1075556,2094596,2,29,4,West,NJ,New Jersey,22-Dec,Q4-2022,2022-12
2436,12/1/2022,45,2574604,2123417,2,48,3,South,WA,Washington,22-Dec,Q4-2022,2022-12
2872,12/1/2022,47.5,22988,2263087,2,29,2,Midwest,NJ,New Jersey,22-Dec,Q4-2022,2022-12
2466,12/1/2022,40,10806,2129025,2,26,3,South,UT,Utah,22-Dec,Q4-2022,2022-12
2906,12/1/2022,45,59756,2276063,2,29,4,West,NJ,New Jersey,22-Dec,Q4-2022,2022-12
2202,12/1/2022,90,9006,2039064,2,40,4,West,VT,Vermont,22-Dec,Q4-2022,2022-12
3000,12/1/2022,47.5,11718,2314152,2,5,3,South,SC,South Carolina,22-Dec,Q4-2022,2022-12
2522,12/1/2022,27.5,2722636,2159280,2,38,1,Northeast,OR,Oregon,22-Dec,Q4-2022,2022-12
2376,12/1/2022,47.5,7706,2093083,2,4,3,South,AR,Arkansas,22-Dec,Q4-2022,2022-12
2574,12/1/2022,42.5,23250,2170260,2,4,3,South,AR,Arkansas,22-Dec,Q4-2022,2022-12
3142,12/1/2022,42.5,7166,2361671,2,38,2,Midwest,OR,Oregon,22-Dec,Q4-2022,2022-12
2534,12/1/2022,42.5,59856,2160919,2,6,2,Midwest,GA,Georgia,22-Dec,Q4-2022,2022-12
2886,12/1/2022,37.5,1002558,2264610,2,15,2,Midwest,MO,Missouri,22-Dec,Q4-2022,2022-12
2436,12/1/2022,32.5,1356224,2120850,2,34,3,South,NE,Nebraska,22-Dec,Q4-2022,2022-12
2294,12/1/2022,290,1050228,2060291,2,20,4,West,MD,Maryland,22-Dec,Q4-2022,2022-12
3174,12/1/2022,441,8440,2376204,2,40,4,West,VT,Vermont,22-Dec,Q4-2022,2022-12
2900,12/1/2022,57.5,2070,2277248,2,47,2,Midwest,MT,Montana,22-Dec,Q4-2022,2022-12
2326,12/1/2022,45,11032,2078331,2,29,3,South,NJ,New Jersey,22-Dec,Q4-2022,2022-12
2638,12/1/2022,42.5,1427976,2192564,2,28,2,Midwest,IN,Indiana,22-Dec,Q4-2022,2022-12
3052,12/1/2022,37.5,222248,2326953,2,36,4,West,IA,Iowa,22-Dec,Q4-2022,2022-12
2342,12/1/2022,45,2239318,2088430,2,3,3,South,LA,Louisiana,22-Dec,Q4-2022,2022-12
2318,12/1/2022,130,8522,2080952,2,17,3,South,KS,Kansas,22-Dec,Q4-2022,2022-12
3096,12/1/2022,47.5,7952,2346918,2,36,3,South,IA,Iowa,22-Dec,Q4-2022,2022-12
2466,12/1/2022,190,7686,2122492,2,10,1,Northeast,TX,Texas,22-Dec,Q4-2022,2022-12
3230,12/1/2022,49.5,2064,2392161,2,48,3,South,WA,Washington,22-Dec,Q4-2022,2022-12
2968,12/1/2022,200,11002,2292095,2,24,2,Midwest,OH,Ohio,22-Dec,Q4-2022,2022-12
2968,12/1/2022,40,2800672,2301690,2,27,3,South,NV,Nevada,22-Dec,Q4-2022,2022-12
2508,12/1/2022,47.5,11268,2148516,2,10,2,Midwest,TX,Texas,22-Dec,Q4-2022,2022-12
2502,12/1/2022,200,10596,2149783,2,14,2,Midwest,AZ,Arizona,22-Dec,Q4-2022,2022-12
2472,12/1/2022,45,11734,2140447,2,2,4,West,FL,Florida,22-Dec,Q4-2022,2022-12
2340,12/1/2022,400,9850,2073876,2,8,2,Midwest,AL,Alabama,22-Dec,Q4-2022,2022-12
2730,12/1/2022,45,9138,2220644,2,2,1,Northeast,FL,Florida,22-Dec,Q4-2022,2022-12
2178,12/1/2022,50,23010,2033795,2,34,2,Midwest,NE,Nebraska,22-Dec,Q4-2022,2022-12
3222,12/1/2022,45,3318974,2375530,2,20,4,West,MD,Maryland,22-Dec,Q4-2022,2022-12
3020,12/1/2022,67.5,3015312,2317123,2,1,3,South,MI,Michigan,22-Dec,Q4-2022,2022-12
2292,12/1/2022,47.5,11164,2069850,2,36,2,Midwest,IA,Iowa,22-Dec,Q4-2022,2022-12
2510,12/1/2022,441,9920,2155133,2,3,3,South,LA,Louisiana,22-Dec,Q4-2022,2022-12
2968,12/1/2022,37.5,1016634,2299113,2,15,3,South,MO,Missouri,22-Dec,Q4-2022,2022-12
2150,12/1/2022,45,7282,2019210,2,10,2,Midwest,TX,Texas,22-Dec,Q4-2022,2022-12
3212,12/1/2022,378,59888,2389520,2,46,1,Northeast,ME,Maine,22-Dec,Q4-2022,2022-12
3188,12/1/2022,45,23056,2373191,2,27,3,South,NV,Nevada,22-Dec,Q4-2022,2022-12
2662,12/1/2022,42.5,7480,2200512,2,31,3,South,CT,Connecticut,22-Dec,Q4-2022,2022-12
2584,12/1/2022,42.5,6982,2167631,2,32,3,South,PA,Pennsylvania,22-Dec,Q4-2022,2022-12
2790,12/1/2022,617.4,2588472,2243145,2,1,4,West,MI,Michigan,22-Dec,Q4-2022,2022-12
2172,12/1/2022,441,7980,1993338,2,1,3,South,MI,Michigan,22-Dec,Q4-2022,2022-12
2320,12/1/2022,170,1186152,2069905,2,19,1,Northeast,CO,Colorado,22-Dec,Q4-2022,2022-12
3068,12/1/2022,49.5,2064,2331585,2,31,3,South,CT,Connecticut,22-Dec,Q4-2022,2022-12
3022,12/1/2022,42.5,23112,2319860,2,45,1,Northeast,ND,North Dakota,22-Dec,Q4-2022,2022-12
2554,12/1/2022,27.5,2722636,2168694,4,38,1,Northeast,OR,Oregon,22-Dec,Q4-2022,2022-12
2962,12/1/2022,441,8098,2303712,4,9,3,South,NM,New Mexico,22-Dec,Q4-2022,2022-12
2974,12/1/2022,47.5,2301838,2306424,4,32,2,Midwest,PA,Pennsylvania,22-Dec,Q4-2022,2022-12
2646,12/1/2022,42.5,9998,2192277,3,2,4,West,FL,Florida,22-Dec,Q4-2022,2022-12
2444,12/1/2022,42.5,244992,2123069,3,41,4,West,ID,Idaho,22-Dec,Q4-2022,2022-12
2452,12/1/2022,49.5,2064,2131026,3,19,3,South,CO,Colorado,22-Dec,Q4-2022,2022-12
2950,12/1/2022,42.5,59856,2293877,3,23,2,Midwest,IL,Illinois,22-Dec,Q4-2022,2022-12
2274,12/1/2022,42.5,7284,2066917,3,40,2,Midwest,VT,Vermont,22-Dec,Q4-2022,2022-12
2144,12/1/2022,45,8246,2019335,3,14,2,Midwest,AZ,Arizona,22-Dec,Q4-2022,2022-12
3116,12/1/2022,100,482822,2351803,3,13,1,Northeast,OK,Oklahoma,22-Dec,Q4-2022,2022-12
2916,12/1/2022,45,9138,2280752,3,6,1,Northeast,GA,Georgia,22-Dec,Q4-2022,2022-12
2718,12/1/2022,47.5,7648,2220078,3,47,1,Northeast,MT,Montana,22-Dec,Q4-2022,2022-12
3108,12/1/2022,49.5,2064,2348103,3,41,3,South,ID,Idaho,22-Dec,Q4-2022,2022-12
2800,12/1/2022,37.5,12346,2242506,3,14,1,Northeast,AZ,Arizona,22-Dec,Q4-2022,2022-12
2966,12/1/2022,62.5,2878164,2302265,3,9,3,South,NM,New Mexico,22-Dec,Q4-2022,2022-12
2992,12/1/2022,22.5,2780754,2295183,3,46,4,West,ME,Maine,22-Dec,Q4-2022,2022-12
2642,12/1/2022,50,2056,2195829,3,26,3,South,UT,Utah,22-Dec,Q4-2022,2022-12
3160,12/1/2022,50,941226,2363904,3,9,1,Northeast,NM,New Mexico,22-Dec,Q4-2022,2022-12
2864,12/1/2022,45,10422,2256532,3,33,1,Northeast,NY,New York,22-Dec,Q4-2022,2022-12
2312,12/1/2022,190,2064,2074362,3,10,3,South,TX,Texas,22-Dec,Q4-2022,2022-12
2232,12/1/2022,200,11002,2039738,3,29,2,Midwest,NJ,New Jersey,22-Dec,Q4-2022,2022-12
2580,12/1/2022,47.5,12348,2165505,3,41,4,West,ID,Idaho,22-Dec,Q4-2022,2022-12
2878,12/1/2022,200,9572,2263251,3,13,2,Midwest,OK,Oklahoma,22-Dec,Q4-2022,2022-12
2260,12/1/2022,45,10372,2049381,3,31,3,South,CT,Connecticut,22-Dec,Q4-2022,2022-12
3094,12/1/2022,49.5,7988,2345861,3,39,1,Northeast,MN,Minnesota,22-Dec,Q4-2022,2022-12
2456,12/1/2022,42.5,23090,2120538,3,26,4,West,UT,Utah,22-Dec,Q4-2022,2022-12
2754,12/1/2022,47,6960,2229532,3,31,4,West,CT,Connecticut,22-Dec,Q4-2022,2022-12
3156,12/1/2022,49.5,2064,2362751,3,20,3,South,MD,Maryland,22-Dec,Q4-2022,2022-12
2614,12/1/2022,45,1928808,2183090,3,44,3,South,SD,South Dakota,22-Dec,Q4-2022,2022-12
2582,12/1/2022,50,9832,2159743,3,30,2,Midwest,RI,Rhode Island,22-Dec,Q4-2022,2022-12
2920,12/1/2022,45,89604,2283867,3,48,3,South,WA,Washington,22-Dec,Q4-2022,2022-12
2832,12/1/2022,45,10998,2254622,3,35,1,Northeast,MA,Massachusetts,22-Dec,Q4-2022,2022-12
2656,12/1/2022,40,1066730,2156393,3,2,2,Midwest,FL,Florida,22-Dec,Q4-2022,2022-12
2308,12/1/2022,50,165206,2076544,3,14,4,West,AZ,Arizona,22-Dec,Q4-2022,2022-12
2916,12/1/2022,42.5,59856,2280698,3,38,2,Midwest,OR,Oregon,22-Dec,Q4-2022,2022-12
2614,12/1/2022,37.5,1016690,2166748,3,8,4,West,AL,Alabama,22-Dec,Q4-2022,2022-12
2154,12/1/2022,49,10826,2020115,3,24,1,Northeast,OH,Ohio,22-Dec,Q4-2022,2022-12
2594,12/1/2022,160,2783390,2155184,3,12,2,Midwest,NC,North Carolina,22-Dec,Q4-2022,2022-12
2316,12/1/2022,37.5,1068744,2081205,3,34,2,Midwest,NE,Nebraska,22-Dec,Q4-2022,2022-12
2922,12/1/2022,40,812278,2285074,3,32,1,Northeast,PA,Pennsylvania,22-Dec,Q4-2022,2022-12
2906,12/1/2022,567,535246,2280278,3,18,1,Northeast,KY,Kentucky,22-Dec,Q4-2022,2022-12
2344,12/1/2022,75,9292,2078942,3,3,3,South,LA,Louisiana,22-Dec,Q4-2022,2022-12
2634,12/1/2022,170,1186158,2192413,3,28,4,West,IN,Indiana,22-Dec,Q4-2022,2022-12
2614,12/1/2022,55,23226,2187380,3,25,2,Midwest,CA,California,22-Dec,Q4-2022,2022-12
3126,12/1/2022,31.5,9812,2342649,3,34,4,West,NE,Nebraska,22-Dec,Q4-2022,2022-12
2230,12/1/2022,47.5,23612,2039060,3,23,4,West,IL,Illinois,22-Dec,Q4-2022,2022-12
2700,12/1/2022,190,7346,2202870,3,6,1,Northeast,GA,Georgia,22-Dec,Q4-2022,2022-12
2630,12/1/2022,190,9138,2185411,3,32,1,Northeast,PA,Pennsylvania,22-Dec,Q4-2022,2022-12
2184,12/1/2022,27.5,9828,2005863,3,6,4,West,GA,Georgia,22-Dec,Q4-2022,2022-12
2232,12/1/2022,62.5,59824,2049645,3,32,2,Midwest,PA,Pennsylvania,22-Dec,Q4-2022,2022-12
2380,12/1/2022,45,9520,2098584,3,16,3,South,VA,Virginia,22-Dec,Q4-2022,2022-12
2274,12/1/2022,118,23634,2055621,3,8,2,Midwest,AL,Alabama,22-Dec,Q4-2022,2022-12
2670,12/1/2022,45,2083448,2204864,3,1,2,Midwest,MI,Michigan,22-Dec,Q4-2022,2022-12
2482,12/1/2022,32.5,9006,2124586,3,48,4,West,WA,Washington,22-Dec,Q4-2022,2022-12
2242,12/1/2022,50,23010,2048808,3,24,2,Midwest,OH,Ohio,22-Dec,Q4-2022,2022-12
2260,12/1/2022,52.5,7442,2040688,3,26,4,West,UT,Utah,22-Dec,Q4-2022,2022-12
3200,12/1/2022,37.5,773022,2384494,3,29,3,South,NJ,New Jersey,22-Dec,Q4-2022,2022-12
3130,12/1/2022,49.5,1468858,2358724,3,32,3,South,PA,Pennsylvania,22-Dec,Q4-2022,2022-12
2294,12/1/2022,45,22740,2060530,3,21,1,Northeast,WV,West Virginia,22-Dec,Q4-2022,2022-12
2192,12/1/2022,50,2056,2037970,3,41,3,South,ID,Idaho,22-Dec,Q4-2022,2022-12
2138,12/1/2022,42.5,23090,2018324,3,8,4,West,AL,Alabama,22-Dec,Q4-2022,2022-12
2610,12/1/2022,160,2783390,2155775,3,48,2,Midwest,WA,Washington,22-Dec,Q4-2022,2022-12
3018,12/1/2022,320,10628,2311391,3,31,2,Midwest,CT,Connecticut,22-Dec,Q4-2022,2022-12
2812,12/1/2022,42.5,2638124,2239716,3,33,4,West,NY,New York,22-Dec,Q4-2022,2022-12
2202,12/1/2022,45,658168,2037861,3,48,2,Midwest,WA,Washington,22-Dec,Q4-2022,2022-12
3018,12/1/2022,47.5,7238,2317918,3,33,4,West,NY,New York,22-Dec,Q4-2022,2022-12
2426,12/1/2022,52.5,866414,2113968,3,26,4,West,UT,Utah,22-Dec,Q4-2022,2022-12
2404,12/1/2022,50,1948910,2112679,3,3,3,South,LA,Louisiana,22-Dec,Q4-2022,2022-12
3160,12/1/2022,75,10094,2358039,4,16,2,Midwest,VA,Virginia,22-Dec,Q4-2022,2022-12
3144,12/1/2022,44.5,2999026,2355037,4,41,2,Midwest,ID,Idaho,22-Dec,Q4-2022,2022-12
2632,12/1/2022,200,482822,2187312,4,26,1,Northeast,UT,Utah,22-Dec,Q4-2022,2022-12
2424,12/1/2022,190,1703354,2109342,4,2,3,South,FL,Florida,22-Dec,Q4-2022,2022-12
2990,12/1/2022,42.5,7166,2302812,4,9,2,Midwest,NM,New Mexico,22-Dec,Q4-2022,2022-12
2500,12/1/2022,45,23258,2137145,4,44,3,South,SD,South Dakota,22-Dec,Q4-2022,2022-12
2170,12/1/2022,47.5,23088,2028779,4,41,3,South,ID,Idaho,22-Dec,Q4-2022,2022-12
2940,12/1/2022,52.5,7578,2285997,4,34,4,West,NE,Nebraska,22-Dec,Q4-2022,2022-12
2488,12/1/2022,80,7988,2140932,4,10,1,Northeast,TX,Texas,22-Dec,Q4-2022,2022-12
3172,12/1/2022,42.5,9998,2365797,4,11,4,West,TN,Tennessee,22-Dec,Q4-2022,2022-12
2956,12/1/2022,50,2825122,2297082,4,8,3,South,AL,Alabama,22-Dec,Q4-2022,2022-12
2272,12/1/2022,39,1397300,2059356,4,13,1,Northeast,OK,Oklahoma,22-Dec,Q4-2022,2022-12
2152,12/1/2022,47.5,1064936,2022321,4,48,4,West,WA,Washington,22-Dec,Q4-2022,2022-12
2258,12/1/2022,49,10092,2054028,4,38,3,South,OR,Oregon,22-Dec,Q4-2022,2022-12
2990,12/1/2022,200,9644,2300789,4,10,2,Midwest,TX,Texas,22-Dec,Q4-2022,2022-12
2264,12/1/2022,130,8522,2062610,4,2,3,South,FL,Florida,22-Dec,Q4-2022,2022-12
2364,12/1/2022,40,74840,2098586,4,30,4,West,RI,Rhode Island,22-Dec,Q4-2022,2022-12
2522,12/1/2022,40,812278,2151817,4,38,1,Northeast,OR,Oregon,22-Dec,Q4-2022,2022-12
2546,12/1/2022,45,106026,2161229,4,5,2,Midwest,SC,South Carolina,22-Dec,Q4-2022,2022-12
2764,12/1/2022,210,8220,2219447,4,46,2,Midwest,ME,Maine,22-Dec,Q4-2022,2022-12
2212,12/1/2022,62.5,22800,2044515,4,7,2,Midwest,MS,Mississippi,22-Dec,Q4-2022,2022-12
2780,12/1/2022,47.5,23060,2237576,4,13,3,South,OK,Oklahoma,22-Dec,Q4-2022,2022-12
2426,12/1/2022,290,8346,2117396,4,46,4,West,ME,Maine,22-Dec,Q4-2022,2022-12
2558,12/1/2022,47.5,7664,2168594,4,32,2,Midwest,PA,Pennsylvania,22-Dec,Q4-2022,2022-12
2860,12/1/2022,40,23722,2258911,4,28,3,South,IN,Indiana,22-Dec,Q4-2022,2022-12
2204,12/1/2022,441,8104,2036633,4,34,1,Northeast,NE,Nebraska,22-Dec,Q4-2022,2022-12
2174,12/1/2022,693,11836,1960208,4,20,2,Midwest,MD,Maryland,22-Dec,Q4-2022,2022-12
2372,12/1/2022,40,812278,2099759,4,21,1,Northeast,WV,West Virginia,22-Dec,Q4-2022,2022-12
2492,12/1/2022,57.5,2070,2137018,4,26,2,Midwest,UT,Utah,22-Dec,Q4-2022,2022-12
2758,12/1/2022,270,2945290,2224821,4,24,4,West,OH,Ohio,22-Dec,Q4-2022,2022-12
